1, 149, 148
29, 175, 80
15, 163, 162
2, 85, 84
30, 111, 147
17, 117, 73
3, 151, 150
31, 177, 81
18, 99, 140
4, 87, 86
0, 113, 120
19, 165, 74
5, 153, 152
20, 101, 142
6, 89, 88
21, 167, 75
7, 155, 154
22, 185, 143
8, 138, 90
23, 169, 76
9, 79, 156
24, 105, 144
10, 93, 92
25, 171, 77
11, 159, 158
26, 107, 145
12, 95, 94
27, 130, 78
13, 161, 160
0, 121, 82
28, 109, 146
14, 97, 96
1, 131, 149
29, 176, 175
15, 139, 163
2, 65, 85
30, 112, 111
17, 164, 117
3, 132, 151
31, 178, 177
18, 100, 99
4, 66, 87
0, 82, 113
19, 166, 165
5, 133, 153
20, 102, 101
6, 68, 89
21, 168, 167
7, 134, 155
22, 104, 185
8, 69, 138
23, 170, 169
9, 135, 79
24, 106, 105
10, 70, 93
25, 172, 171
11, 136, 159
26, 108, 107
12, 71, 95
27, 174, 130
13, 137, 161
0, 64, 121
28, 110, 109
14, 72, 97
97, 162, 47
97, 72, 162
72, 15, 162
109, 67, 59
109, 110, 67
110, 60, 67
121, 148, 33
121, 64, 148
64, 1, 148
161, 96, 46
161, 137, 96
137, 14, 96
130, 129, 58
130, 174, 129
174, 59, 129
95, 160, 45
95, 71, 160
71, 13, 160
107, 189, 57
107, 108, 189
108, 58, 189
159, 94, 44
159, 136, 94
136, 12, 94
171, 127, 56
171, 172, 127
172, 57, 127
93, 158, 43
93, 70, 158
70, 11, 158
105, 187, 55
105, 106, 187
106, 56, 187
79, 92, 42
79, 135, 92
135, 10, 92
169, 124, 54
169, 170, 124
170, 55, 124
138, 156, 41
138, 69, 156
69, 9, 156
185, 184, 53
185, 104, 184
104, 54, 184
155, 90, 40
155, 134, 90
134, 8, 90
167, 103, 52
167, 168, 103
168, 53, 103
89, 154, 39
89, 68, 154
68, 7, 154
101, 183, 51
101, 102, 183
102, 52, 183
153, 88, 38
153, 133, 88
133, 6, 88
165, 119, 50
165, 166, 119
166, 51, 119
113, 173, 63
113, 82, 173
82, 32, 173
87, 152, 37
87, 66, 152
66, 5, 152
99, 182, 49
99, 100, 182
100, 50, 182
177, 190, 62
177, 178, 190
178, 63, 190
151, 86, 36
151, 132, 86
132, 4, 86
117, 116, 48
117, 164, 116
164, 49, 116
111, 122, 61
111, 112, 122
112, 62, 122
85, 150, 35
85, 65, 150
65, 3, 150
163, 98, 48
163, 139, 98
139, 16, 98
175, 141, 60
175, 176, 141
176, 61, 141
149, 84, 34
149, 131, 84
131, 2, 84
96, 115, 46
96, 97, 115
97, 47, 115
146, 174, 27
146, 109, 174
109, 59, 174
82, 83, 32
82, 121, 83
121, 33, 83
160, 179, 45
160, 161, 179
161, 46, 179
78, 108, 26
78, 130, 108
130, 58, 108
94, 114, 44
94, 95, 114
95, 45, 114
145, 172, 25
145, 107, 172
107, 57, 172
158, 118, 43
158, 159, 118
159, 44, 118
77, 106, 24
77, 171, 106
171, 56, 106
92, 126, 42
92, 93, 126
93, 43, 126
144, 170, 23
144, 105, 170
105, 55, 170
156, 157, 41
156, 79, 157
79, 42, 157
76, 104, 22
76, 169, 104
169, 54, 104
90, 91, 40
90, 138, 91
138, 41, 91
143, 168, 21
143, 185, 168
185, 53, 168
154, 180, 39
154, 155, 180
155, 40, 180
75, 102, 20
75, 167, 102
167, 52, 102
88, 191, 38
88, 89, 191
89, 39, 191
142, 166, 19
142, 101, 166
101, 51, 166
152, 128, 37
152, 153, 128
153, 38, 128
74, 100, 18
74, 165, 100
165, 50, 100
120, 178, 31
120, 113, 178
113, 63, 178
86, 188, 36
86, 87, 188
87, 37, 188
140, 164, 17
140, 99, 164
99, 49, 164
81, 112, 30
81, 177, 112
177, 62, 112
150, 125, 35
150, 151, 125
151, 36, 125
73, 98, 16
73, 117, 98
117, 48, 98
147, 176, 29
147, 111, 176
111, 61, 176
84, 186, 34
84, 85, 186
85, 35, 186
162, 181, 47
162, 163, 181
163, 48, 181
80, 110, 28
80, 175, 110
175, 60, 110
148, 123, 33
148, 149, 123
149, 34, 123
