-0.001329, -0.211419, -0.983377
-0.042575, -0.207356, -0.983371
-0.082236, -0.195325, -0.983356
-0.118788, -0.175788, -0.98333
-0.150825, -0.149496, -0.983295
-0.177117, -0.117458, -0.983252
-0.196655, -0.080906, -0.983204
-0.208685, -0.041246, -0.983151
-0.212749, 0.0, -0.983096
-0.208685, 0.041246, -0.983042
-0.196655, 0.080907, -0.98299
-0.177117, 0.117458, -0.982941
-0.150825, 0.149496, -0.982898
-0.118788, 0.175789, -0.982864
-0.082236, 0.195326, -0.982837
-0.042575, 0.207357, -0.982822
-0.001329, 0.211419, -0.982816
0.039917, 0.207357, -0.982822
0.079577, 0.195326, -0.982837
0.116129, 0.175789, -0.982864
0.148168, 0.149496, -0.982898
0.17446, 0.117458, -0.982941
0.193996, 0.080907, -0.98299
0.206028, 0.041246, -0.983042
0.21009, 0.0, -0.983096
0.206028, -0.041246, -0.983151
0.193996, -0.080906, -0.983204
0.17446, -0.117458, -0.983252
0.148168, -0.149496, -0.983295
0.116129, -0.175788, -0.98333
0.079577, -0.195325, -0.983356
0.039917, -0.207356, -0.983371
-0.001329, -0.205874, 1.045814
-0.042575, -0.201811, 1.04582
-0.082236, -0.18978, 1.045835
-0.118788, -0.170243, 1.045861
-0.150825, -0.143951, 1.045896
-0.177117, -0.111913, 1.045939
-0.196655, -0.075361, 1.045987
-0.208685, -0.035701, 1.04604
-0.212749, 0.005545, 1.046095
-0.208685, 0.046791, 1.046149
-0.196655, 0.086452, 1.046202
-0.177117, 0.123003, 1.046251
-0.150825, 0.155041, 1.046293
-0.118788, 0.181334, 1.046328
-0.082236, 0.200871, 1.046354
-0.042575, 0.212902, 1.04637
-0.001329, 0.216964, 1.046375
0.039917, 0.212902, 1.04637
0.079577, 0.200871, 1.046354
0.116129, 0.181334, 1.046328
0.148168, 0.155041, 1.046293
0.17446, 0.123003, 1.046251
0.193996, 0.086452, 1.046202
0.206028, 0.046791, 1.046149
0.21009, 0.005545, 1.046095
0.206028, -0.035701, 1.04604
0.193996, -0.075361, 1.045987
0.17446, -0.111913, 1.045939
0.148168, -0.143951, 1.045896
0.116129, -0.170243, 1.045861
0.079577, -0.18978, 1.045835
0.039917, -0.201811, 1.04582
-0.001329, -0.156417, 1.378575
-0.032926, -0.153305, 1.378579
-0.06331, -0.144088, 1.378591
-0.091311, -0.129121, 1.378611
-0.115853, -0.108979, 1.378638
-0.135996, -0.084436, 1.37867
-0.150963, -0.056435, 1.378708
-0.160179, -0.026052, 1.378748
-0.163292, 0.005545, 1.37879
-0.160179, 0.037142, 1.378832
-0.150963, 0.067525, 1.378872
-0.135996, 0.095527, 1.378909
-0.115853, 0.12007, 1.378942
-0.091311, 0.140212, 1.378968
-0.06331, 0.155179, 1.378988
-0.032926, 0.164395, 1.379
-0.001329, 0.167507, 1.379005
0.030269, 0.164395, 1.379
0.060651, 0.155179, 1.378988
0.088653, 0.140212, 1.378968
0.113195, 0.12007, 1.378942
0.133339, 0.095527, 1.378909
0.148304, 0.067525, 1.378872
0.157522, 0.037142, 1.378832
0.160633, 0.005545, 1.37879
0.157522, -0.026052, 1.378748
0.148304, -0.056435, 1.378708
0.133339, -0.084436, 1.37867
0.113195, -0.108979, 1.378638
0.088653, -0.129121, 1.378611
0.060651, -0.144088, 1.378591
0.030269, -0.153305, 1.378579
-0.001329, -0.136586, 1.533866
-0.027975, -0.133961, 1.53387
-0.053599, -0.126189, 1.53388
-0.077213, -0.113567, 1.533897
-0.097911, -0.096581, 1.533919
-0.114898, -0.075883, 1.533947
-0.127518, -0.052269, 1.533978
-0.13529, -0.026646, 1.534012
-0.137916, 0.0, 1.534047
-0.13529, 0.026647, 1.534083
-0.127518, 0.052269, 1.534117
-0.114898, 0.075883, 1.534148
-0.097911, 0.096581, 1.534175
-0.077213, 0.113567, 1.534198
-0.053599, 0.126189, 1.534215
-0.027975, 0.133962, 1.534225
-0.001329, 0.136586, 1.534229
